detector_name,detector_label,detector_category,detector_lane,detector_field,detector_abandoned,r_node_name,r_node_n_type,r_node_transition,r_node_label,r_node_lon,r_node_lat,r_node_lanes,r_node_shift,r_node_s_limit,r_node_station_id,r_node_attach_side,corridor_route,corridor_dir,date
8680,BgSpnk/1Ehf,PK,1,22,f,rnd_7007,Station,None,(Stall 1),-94.48413,45.60406,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8681,BgSpnk/1Ehr,PK,2,22,f,rnd_7007,Station,None,(Stall 1),-94.48413,45.60406,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8682,BgSpnk/2Ehf,PK,1,22,f,rnd_7152,Station,None,(Stall 2),-94.48405,45.60404,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8683,BgSpnk/2Ehr,PK,2,22,f,rnd_7152,Station,None,(Stall 2),-94.48405,45.60404,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8684,BgSpnk/3Ehf,PK,1,22,f,rnd_7190,Station,None,(Stall 3),-94.48397,45.60401,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8685,BgSpnk/3Ehr,PK,2,22,f,rnd_7190,Station,None,(Stall 3),-94.48397,45.60401,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8686,BgSpnk/4Ehf,PK,1,22,f,rnd_7227,Station,None,(Stall 4),-94.48388,45.60399,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8687,BgSpnk/4Ehr,PK,2,22,f,rnd_7227,Station,None,(Stall 4),-94.48388,45.60399,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8688,BgSpnk/5Ehf,PK,1,22,f,rnd_7232,Station,None,(Stall 5),-94.48378,45.60396,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8689,BgSpnk/5Ehr,PK,2,22,f,rnd_7232,Station,None,(Stall 5),-94.48378,45.60396,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8690,BgSpnk/6Ehf,PK,1,22,f,rnd_7233,Station,None,(Stall 6),-94.48369,45.60393,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8691,BgSpnk/6Ehr,PK,2,22,f,rnd_7233,Station,None,(Stall 6),-94.48369,45.60393,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8692,BgSpnk/7Ehf,PK,1,22,f,rnd_7241,Station,None,(Stall 7),-94.48361,45.60389,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8693,BgSpnk/7Ehr,PK,2,22,f,rnd_7241,Station,None,(Stall 7),-94.48361,45.60389,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8694,BgSpnk/8Ehf,PK,1,22,f,rnd_7266,Station,None,(Stall 8),-94.4834,45.60384,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8695,BgSpnk/8Ehr,PK,2,22,f,rnd_7266,Station,None,(Stall 8),-94.4834,45.60384,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8696,BgSpnk/9Ehf,PK,1,22,f,rnd_7267,Station,None,(Stall 9),-94.48332,45.60383,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8697,BgSpnk/9Ehr,PK,2,22,f,rnd_7267,Station,None,(Stall 9),-94.48332,45.60383,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8698,BgSpnk/10Ehf,PK,1,22,f,rnd_7268,Station,None,(Stall 10),-94.48324,45.60379,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8699,BgSpnk/10Ehr,PK,2,22,f,rnd_7268,Station,None,(Stall 10),-94.48324,45.60379,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8700,BgSpnk/11Ehf,PK,1,22,f,rnd_7269,Station,None,(Stall 11),-94.48316,45.60378,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8701,BgSpnk/11Ehr,PK,2,22,f,rnd_7269,Station,None,(Stall 11),-94.48316,45.60378,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8702,BgSpnk/12Ehf,PK,1,22,f,rnd_7270,Station,None,(Stall 12),-94.48309,45.60377,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8703,BgSpnk/12Ehr,PK,2,22,f,rnd_7270,Station,None,(Stall 12),-94.48309,45.60377,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8704,BgSpnk/13Ehf,PK,1,22,f,rnd_7271,Station,None,(Stall 13),-94.48302,45.60374,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8705,BgSpnk/13Ehr,PK,2,22,f,rnd_7271,Station,None,(Stall 13),-94.48302,45.60374,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8706,BgSpnk/14Ehf,PK,1,22,f,rnd_7272,Station,None,(Stall 14),-94.48296,45.60373,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8707,BgSpnk/14Ehr,PK,2,22,f,rnd_7272,Station,None,(Stall 14),-94.48296,45.60373,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8708,BgSpnk/15Ehf,PK,1,22,f,rnd_7273,Station,None,(Stall 15),-94.4829,45.60372,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8709,BgSpnk/15Ehr,PK,2,22,f,rnd_7273,Station,None,(Stall 15),-94.4829,45.60372,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8710,BgSpnk/16Ehf,PK,1,22,f,rnd_7274,Station,None,(Stall 16),-94.48283,45.6037,1,6,55,,right,Big Spunk RA,EB,2020-03-24
8711,BgSpnk/16Ehr,PK,2,22,f,rnd_7274,Station,None,(Stall 16),-94.48283,45.6037,1,6,55,,right,Big Spunk RA,EB,2020-03-24
80016,CSAH1/TH60N1,,1,22,f,rnd_5838,Station,None,T.H.60,-94.91933,43.93146,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80017,CSAH1/TH60N1,,1,22,f,rnd_5838,Station,None,T.H.60,-94.91933,43.93146,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80012,CSAH1/TH60N1,,1,22,f,rnd_5837,Station,None,T.H.60,-94.91935,43.93187,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80014,CSAH1/TH60N1,,1,22,f,rnd_5837,Station,None,T.H.60,-94.91935,43.93187,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80019,CSAH1/TH23N1,,1,22,f,rnd_5778,Station,None,T.H.23,-95.18623,45.04359,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80110,CSAH1/TH23N1,,1,22,f,rnd_5775,Station,None,T.H.23,-95.18625,45.04297,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80111,CSAH1/TH23N1,,1,22,f,rnd_5775,Station,None,T.H.23,-95.18625,45.04297,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80116,CSAH1/TH7N1,,1,22,f,rnd_5861,Station,None,T.H.7,-94.05299,44.90594,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80117,CSAH1/TH7N1,,1,22,f,rnd_5861,Station,None,T.H.7,-94.05299,44.90594,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80118,CSAH1/TH7N1,,1,22,f,rnd_5862,Station,None,T.H.7,-94.05296,44.9047,2,6,55,,right,C.S.A.H.1,NB,2020-03-24
80114,CSAH1/TH7S1,,1,22,f,rnd_5866,Station,None,T.H.7,-94.05323,44.90639,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80115,CSAH1/TH7S1,,1,22,f,rnd_5866,Station,None,T.H.7,-94.05323,44.90639,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80113,CSAH1/TH7S1,,1,22,f,rnd_5865,Station,None,T.H.7,-94.05323,44.90704,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80112,CSAH1/TH23S1,,1,22,f,rnd_5782,Station,None,T.H.23,-95.18639,45.04471,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80018,CSAH1/TH23S1,,1,22,f,rnd_5779,Station,None,T.H.23,-95.18638,45.0441,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80015,CSAH1/TH60S1,,1,22,f,rnd_5834,Station,None,T.H.60,-94.91943,43.93227,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80011,CSAH1/TH60S1,,1,22,f,rnd_5833,Station,None,T.H.60,-94.91944,43.93203,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80013,CSAH1/TH60S1,,1,22,f,rnd_5833,Station,None,T.H.60,-94.91944,43.93203,2,6,55,,right,C.S.A.H.1,SB,2020-03-24
80165,CSAH16/TH23N1,,1,22,f,rnd_5716,Station,None,T.H.23,-96.18457,44.08841,2,6,55,,right,C.S.A.H.16,NB,2020-03-24
80163,CSAH16/TH23N1,,1,22,f,rnd_5717,Station,None,T.H.23,-96.18456,44.08872,2,6,55,,right,C.S.A.H.16,NB,2020-03-24
80164,CSAH16/TH23N1,,1,22,f,rnd_5717,Station,None,T.H.23,-96.18456,44.08872,2,6,55,,right,C.S.A.H.16,NB,2020-03-24
80161,CSAH16/TH23S1,,1,22,f,rnd_5728,Station,None,T.H.23,-96.18463,44.08924,2,6,55,,right,C.S.A.H.16,SB,2020-03-24
80162,CSAH16/TH23S1,,1,22,f,rnd_5731,Station,None,T.H.23,-96.18462,44.08892,2,6,55,,right,C.S.A.H.16,SB,2020-03-24
40181,CSAH18/TH75E1,,1,22,f,rnd_5805,Station,None,T.H.75,-96.74742,46.90501,2,6,55,,right,C.S.A.H.18,EB,2020-03-24
40182,CSAH18/TH75E1,,1,22,f,rnd_5804,Station,None,T.H.75,-96.74649,46.90503,2,6,55,,right,C.S.A.H.18,EB,2020-03-24
40183,CSAH18/TH75E1,,1,22,f,rnd_5804,Station,None,T.H.75,-96.74649,46.90503,2,6,55,,right,C.S.A.H.18,EB,2020-03-24
40187,CSAH18/TH75W1,,1,22,f,rnd_5809,Station,None,T.H.75,-96.74532,46.90508,2,6,55,,right,C.S.A.H.18,WB,2020-03-24
40184,CSAH18/TH75W1,,1,22,f,rnd_5808,Station,None,T.H.75,-96.74603,46.90506,2,6,55,,right,C.S.A.H.18,WB,2020-03-24
40185,CSAH18/TH75W1,,1,22,f,rnd_5808,Station,None,T.H.75,-96.74603,46.90506,2,6,55,,right,C.S.A.H.18,WB,2020-03-24
40186,CSAH18/TH75W1,,1,22,f,rnd_5808,Station,None,T.H.75,-96.74603,46.90506,2,6,55,,right,C.S.A.H.18,WB,2020-03-24
10211,CSAH21/TH169W1,,1,22,f,rnd_5647,Station,None,T.H.169,-92.42381,47.63263,2,6,55,,right,C.S.A.H.21,WB,2020-03-24
10212,CSAH21/TH169W1,,1,22,f,rnd_5648,Station,None,T.H.169,-92.42545,47.63261,2,6,55,,right,C.S.A.H.21,WB,2020-03-24
10213,CSAH21/TH169W1,,1,22,f,rnd_5648,Station,None,T.H.169,-92.42545,47.63261,2,6,55,,right,C.S.A.H.21,WB,2020-03-24
40358,CSAH35/TH210N1,,1,22,f,rnd_5720,Station,None,T.H.210,-95.87432,46.28078,2,6,55,,right,C.S.A.H.35,NB,2020-03-24
40355,CSAH35/TH210N1,,1,22,f,rnd_5721,Station,None,T.H.210,-95.87432,46.28116,2,6,55,,right,C.S.A.H.35,NB,2020-03-24
40356,CSAH35/TH210N1,,1,22,f,rnd_5721,Station,None,T.H.210,-95.87432,46.28116,2,6,55,,right,C.S.A.H.35,NB,2020-03-24
40357,CSAH35/TH210N1,,1,22,f,rnd_5721,Station,None,T.H.210,-95.87432,46.28116,2,6,55,,right,C.S.A.H.35,NB,2020-03-24
40351,CSAH35/TH210S1,,1,22,f,rnd_5729,Station,None,T.H.210,-95.8744,46.28173,2,6,55,,right,C.S.A.H.35,SB,2020-03-24
40352,CSAH35/TH210S1,,1,22,f,rnd_5730,Station,None,T.H.210,-95.87441,46.2813,2,6,55,,right,C.S.A.H.35,SB,2020-03-24
40353,CSAH35/TH210S1,,1,22,f,rnd_5730,Station,None,T.H.210,-95.87441,46.2813,2,6,55,,right,C.S.A.H.35,SB,2020-03-24
40354,CSAH35/TH210S1,,1,22,f,rnd_5730,Station,None,T.H.210,-95.87441,46.2813,2,6,55,,right,C.S.A.H.35,SB,2020-03-24
40044,CSAH4/TH200N1,,1,22,f,rnd_5738,Station,None,T.H.200,-95.61554,47.32387,2,6,55,,right,C.S.A.H.4,NB,2020-03-24
40043,CSAH4/TH200N1,,1,22,f,rnd_5737,Station,None,T.H.200,-95.61555,47.32456,2,6,55,,right,C.S.A.H.4,NB,2020-03-24
40041,CSAH4/TH200S1,,1,22,f,rnd_5735,Station,None,T.H.200,-95.61576,47.32586,2,6,55,,right,C.S.A.H.4,SB,2020-03-24
40042,CSAH4/TH200S1,,1,22,f,rnd_5734,Station,None,T.H.200,-95.61571,47.32478,2,6,55,,right,C.S.A.H.4,SB,2020-03-24
40051,CSAH5/TH29E1,,1,22,f,rnd_5703,Station,None,T.H.29,-95.31343,46.01989,2,6,55,,right,C.S.A.H.5,EB,2020-03-24
40052,CSAH5/TH29E1,,1,22,f,rnd_5702,Station,None,T.H.29,-95.31291,46.0199,2,6,55,,right,C.S.A.H.5,EB,2020-03-24
40053,CSAH5/TH29E1,,1,22,f,rnd_5702,Station,None,T.H.29,-95.31291,46.0199,2,6,55,,right,C.S.A.H.5,EB,2020-03-24
70051,CSAH5/TH15E1,,1,22,f,rnd_5796,Station,None,T.H.15,-94.42548,44.36568,2,6,55,,right,C.S.A.H.5,EB,2020-03-24
70052,CSAH5/TH15E1,,1,22,f,rnd_5795,Station,None,T.H.15,-94.42397,44.36556,2,6,55,,right,C.S.A.H.5,EB,2020-03-24
70054,CSAH5/TH15W1,,1,22,f,rnd_5793,Station,None,T.H.15,-94.42132,44.36592,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
70053,CSAH5/TH15W1,,1,22,f,rnd_5791,Station,None,T.H.15,-94.42309,44.36574,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
40056,CSAH5/TH29W1,,1,22,f,rnd_5707,Station,None,T.H.29,-95.31173,46.01995,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
40057,CSAH5/TH29W1,,1,22,f,rnd_5707,Station,None,T.H.29,-95.31173,46.01995,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
40054,CSAH5/TH29W1,,1,22,f,rnd_5706,Station,None,T.H.29,-95.31254,46.01995,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
40055,CSAH5/TH29W1,,1,22,f,rnd_5706,Station,None,T.H.29,-95.31254,46.01995,2,6,55,,right,C.S.A.H.5,WB,2020-03-24
60075,CSAH7/TH19N1,,1,22,f,rnd_5688,Station,None,T.H.19,-92.7269,44.50177,2,6,55,,right,C.S.A.H.7 Blvd,NB,2020-03-24
60074,CSAH7/TH19N1,,1,22,f,rnd_5687,Station,None,T.H.19,-92.7269,44.50233,2,6,55,,right,C.S.A.H.7 Blvd,NB,2020-03-24
60071,CSAH7/TH19S1,,1,22,f,rnd_5692,Station,None,T.H.19,-92.72675,44.50342,2,6,55,,right,C.S.A.H.7 Blvd,SB,2020-03-24
60072,CSAH7/TH19S1,,1,22,f,rnd_5691,Station,None,T.H.19,-92.72697,44.50317,2,6,55,,right,C.S.A.H.7 Blvd,SB,2020-03-24
60073,CSAH7/TH19S1,,1,22,f,rnd_5690,Station,None,T.H.19,-92.72699,44.50258,2,6,55,,right,C.S.A.H.7 Blvd,SB,2020-03-24
80075,CSAH7/TH23N1,,1,22,f,rnd_5874,Station,None,T.H.23,-95.81647,44.42787,2,6,55,,right,C.S.A.H.7,NB,2020-03-24
80072,CSAH7/TH23N1,,1,22,f,rnd_5873,Station,None,T.H.23,-95.81645,44.42859,2,6,55,,right,C.S.A.H.7,NB,2020-03-24
80073,CSAH7/TH23N1,,1,22,f,rnd_5873,Station,None,T.H.23,-95.81645,44.42859,2,6,55,,right,C.S.A.H.7,NB,2020-03-24
80074,CSAH7/TH23S1,,1,22,f,rnd_5877,Station,None,T.H.23,-95.8166,44.42976,2,6,55,,right,C.S.A.H.7,SB,2020-03-24
80071,CSAH7/TH23S1,,1,22,f,rnd_5876,Station,None,T.H.23,-95.81659,44.42909,2,6,55,,right,C.S.A.H.7,SB,2020-03-24
10774,CSAH77/TH169N1,,1,22,f,rnd_5634,Station,None,T.H.169,-92.36359,47.78525,2,6,55,,right,C.S.A.H.77,NB,2020-03-24
10771,CSAH77/TH169S1,,1,22,f,rnd_5632,Station,None,T.H.169,-92.36475,47.78612,2,6,55,,right,C.S.A.H.77,SB,2020-03-24
10775,CSAH77/TH169S2,,2,22,f,rnd_5632,Station,None,T.H.169,-92.36475,47.78612,2,6,55,,right,C.S.A.H.77,SB,2020-03-24
10772,CSAH77/TH169S1,,1,22,f,rnd_5628,Station,None,T.H.169,-92.36376,47.78523,2,6,55,,right,C.S.A.H.77,SB,2020-03-24
10773,CSAH77/TH169S2,,2,22,f,rnd_5628,Station,None,T.H.169,-92.36376,47.78523,2,6,55,,right,C.S.A.H.77,SB,2020-03-24
60095,CSAH9/TH56E1,,1,22,f,rnd_5777,Station,None,T.H.56,-92.98055,44.40672,2,6,55,,right,C.S.A.H.9,EB,2020-03-24
60091,CSAH9/TH56E1,,1,22,f,rnd_5776,Station,None,T.H.56,-92.97994,44.40678,2,6,55,,right,C.S.A.H.9,EB,2020-03-24
60094,CSAH9/TH56E1,,1,22,f,rnd_5776,Station,None,T.H.56,-92.97994,44.40678,2,6,55,,right,C.S.A.H.9,EB,2020-03-24
60096,CSAH9/TH56W1,,1,22,f,rnd_5773,Station,None,T.H.56,-92.97888,44.40694,2,6,55,,right,C.S.A.H.9,WB,2020-03-24
60092,CSAH9/TH56W1,,1,22,f,rnd_5774,Station,None,T.H.56,-92.97964,44.40686,2,6,55,,right,C.S.A.H.9,WB,2020-03-24
60093,CSAH9/TH56W1,,1,22,f,rnd_5774,Station,None,T.H.56,-92.97964,44.40686,2,6,55,,right,C.S.A.H.9,WB,2020-03-24
10984,CSAH98/TH2N1,,1,22,f,rnd_5666,Station,None,T.H.2,-92.36461,46.80267,2,6,55,,right,C.S.A.H.98,NB,2020-03-24
10983,CSAH98/TH2N1,,1,22,f,rnd_5665,Station,None,T.H.2,-92.36463,46.80341,2,6,55,,right,C.S.A.H.98,NB,2020-03-24
10981,CSAH98/TH2S1,,1,22,f,rnd_5669,Station,None,T.H.2,-92.36482,46.8055,2,6,55,,right,C.S.A.H.98,SB,2020-03-24
10982,CSAH98/TH2S1,,1,22,f,rnd_5670,Station,None,T.H.2,-92.36481,46.80473,2,6,55,,right,C.S.A.H.98,SB,2020-03-24
41201,CR120/TH29E1,,1,22,f,rnd_5849,Station,None,T.H.29,-95.3177,45.93314,2,6,55,,right,Co Rd 120,EB,2020-03-24
41202,CR120/TH29E1,,1,22,f,rnd_5849,Station,None,T.H.29,-95.3177,45.93314,2,6,55,,right,Co Rd 120,EB,2020-03-24
41203,CR120/TH29E1,,1,22,f,rnd_5850,Station,None,T.H.29,-95.31616,45.93314,2,6,55,,right,Co Rd 120,EB,2020-03-24
41206,CR120/TH29W1,,1,22,f,rnd_5854,Station,None,T.H.29,-95.31493,45.9332,2,6,55,,right,Co Rd 120,WB,2020-03-24
41204,CR120/TH29W1,,1,22,f,rnd_5853,Station,None,T.H.29,-95.31567,45.93321,2,6,55,,right,Co Rd 120,WB,2020-03-24
41205,CR120/TH29W1,,1,22,f,rnd_5853,Station,None,T.H.29,-95.31567,45.93321,2,6,55,,right,Co Rd 120,WB,2020-03-24
80151,CR15/TH7E1,,1,22,f,rnd_5901,Station,None,T.H.7,-95.74561,44.94926,2,6,55,,right,Co Rd 15,EB,2020-03-24
80152,CR15/TH7E1,,1,22,f,rnd_5900,Station,None,T.H.7,-95.74483,44.94926,2,6,55,,right,Co Rd 15,EB,2020-03-24
80155,CR15/TH7W1,,1,22,f,rnd_5897,Station,None,T.H.7,-95.74322,44.94938,2,6,55,,right,Co Rd 15,WB,2020-03-24
80153,CR15/TH7W1,,1,22,f,rnd_5898,Station,None,T.H.7,-95.74404,44.94938,2,6,55,,right,Co Rd 15,WB,2020-03-24
80154,CR15/TH7W1,,1,22,f,rnd_5898,Station,None,T.H.7,-95.74404,44.94938,2,6,55,,right,Co Rd 15,WB,2020-03-24
80271,CR27/TH15E1,,1,22,f,rnd_5888,Station,None,T.H.15,-94.31769,45.19747,2,6,55,,right,Co Rd 27,EB,2020-03-24
80272,CR27/TH15E1,,1,22,f,rnd_5887,Station,None,T.H.15,-94.31701,45.19747,2,6,55,,right,Co Rd 27,EB,2020-03-24
80273,CR27/TH15E1,,1,22,f,rnd_5887,Station,None,T.H.15,-94.31701,45.19747,2,6,55,,right,Co Rd 27,EB,2020-03-24
80276,CR27/TH15W1,,1,22,f,rnd_5891,Station,None,T.H.15,-94.31555,45.19746,2,6,55,,right,Co Rd 27,WB,2020-03-24
80274,CR27/TH15W1,,1,22,f,rnd_5890,Station,None,T.H.15,-94.31638,45.19754,2,6,55,,right,Co Rd 27,WB,2020-03-24
80275,CR27/TH15W1,,1,22,f,rnd_5890,Station,None,T.H.15,-94.31638,45.19754,2,6,55,,right,Co Rd 27,WB,2020-03-24
50336,CR33/TH7N1,,1,22,f,rnd_5855,Station,None,T.H.7,-93.97109,44.9041,2,6,55,,right,Co Rd 33,NB,2020-03-24
50337,CR33/TH7N1,,1,22,f,rnd_5855,Station,None,T.H.7,-93.97109,44.9041,2,6,55,,right,Co Rd 33,NB,2020-03-24
50335,CR33/TH7N1,,1,22,f,rnd_5860,Station,None,T.H.7,-93.97105,44.90465,2,6,55,,right,Co Rd 33,NB,2020-03-24
50333,CR33/TH7S1,,1,22,f,rnd_5851,Station,None,T.H.7,-93.97128,44.90558,2,6,55,,right,Co Rd 33,SB,2020-03-24
50334,CR33/TH7S1,,1,22,f,rnd_5851,Station,None,T.H.7,-93.97128,44.90558,2,6,55,,right,Co Rd 33,SB,2020-03-24
50331,CR33/TH7S1,,1,22,f,rnd_5848,Station,None,T.H.7,-93.97123,44.90497,2,6,55,,right,Co Rd 33,SB,2020-03-24
50332,CR33/TH7S1,,1,22,f,rnd_5848,Station,None,T.H.7,-93.97123,44.90497,2,6,55,,right,Co Rd 33,SB,2020-03-24
47754,CR75/TH10N1,,1,22,f,rnd_5755,Station,None,T.H.10,-95.17632,46.45502,2,6,55,,right,Co Rd 75,NB,2020-03-24
47753,CR75/TH10N1,,1,22,f,rnd_5754,Station,None,T.H.10,-95.17635,46.45626,2,6,55,,right,Co Rd 75,NB,2020-03-24
47751,CR75/TH10S1,,1,22,f,rnd_5758,Station,None,T.H.10,-95.17645,46.45775,2,6,55,,right,Co Rd 75,SB,2020-03-24
47752,CR75/TH10S1,,1,22,f,rnd_5759,Station,None,T.H.10,-95.17643,46.4567,2,6,55,,right,Co Rd 75,SB,2020-03-24
8521,ElmCkR/1Ehf,PK,1,22,f,rnd_5990,Station,None,(Space 1),-93.47306,45.11154,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8500,ElmCkR/1Ehr,PK,2,22,f,rnd_5990,Station,None,(Space 1),-93.47306,45.11154,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8522,ElmCkR/2Ehf,PK,1,22,f,rnd_5991,Station,None,(Space 2),-93.47298,45.1115,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8501,ElmCkR/2Ehr,PK,2,22,f,rnd_5991,Station,None,(Space 2),-93.47298,45.1115,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8502,ElmCkR/3Ehf,PK,1,22,f,rnd_5992,Station,None,(Space 3),-93.47292,45.11146,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8503,ElmCkR/3Ehr,PK,2,22,f,rnd_5992,Station,None,(Space 3),-93.47292,45.11146,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8504,ElmCkR/4Ehf,PK,1,22,f,rnd_5993,Station,None,(Space 4),-93.47287,45.11143,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8505,ElmCkR/4Ehr,PK,2,22,f,rnd_5993,Station,None,(Space 4),-93.47287,45.11143,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8506,ElmCkR/5Ehf,PK,1,22,f,rnd_5994,Station,None,(Space 5),-93.47282,45.1114,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8507,ElmCkR/5Ehr,PK,2,22,f,rnd_5994,Station,None,(Space 5),-93.47282,45.1114,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8508,ElmCkR/6Ehf,PK,1,22,f,rnd_5995,Station,None,(Space 6),-93.47277,45.11136,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8509,ElmCkR/6Ehr,PK,2,22,f,rnd_5995,Station,None,(Space 6),-93.47277,45.11136,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8510,ElmCkR/7Ehf,PK,1,22,f,rnd_5996,Station,None,(Space 7),-93.47272,45.11132,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8511,ElmCkR/7Ehr,PK,2,22,f,rnd_5996,Station,None,(Space 7),-93.47272,45.11132,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8512,ElmCkR/8Ehf,PK,1,22,f,rnd_5997,Station,None,(Space 8),-93.47266,45.11128,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8513,ElmCkR/8Ehr,PK,2,22,f,rnd_5997,Station,None,(Space 8),-93.47266,45.11128,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8523,ElmCkR/9Ehf,PK,1,22,f,rnd_5998,Station,None,(Space 9),-93.47261,45.11124,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8514,ElmCkR/9Ehr,PK,2,22,f,rnd_5998,Station,None,(Space 9),-93.47261,45.11124,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8524,ElmCkR/10Ehf,PK,1,22,f,rnd_5999,Station,None,(Space 10),-93.47256,45.11121,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8515,ElmCkR/10Ehr,PK,2,22,f,rnd_5999,Station,None,(Space 10),-93.47256,45.11121,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8525,ElmCkR/11Ehf,PK,1,22,f,rnd_6000,Station,None,(Space 11),-93.4725,45.11117,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8516,ElmCkR/11Ehr,PK,2,22,f,rnd_6000,Station,None,(Space 11),-93.4725,45.11117,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8526,ElmCkR/12Ehf,PK,1,22,f,rnd_6001,Station,None,(Space 12),-93.47244,45.11113,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8517,ElmCkR/12Ehr,PK,2,22,f,rnd_6001,Station,None,(Space 12),-93.47244,45.11113,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8527,ElmCkR/13Ehf,PK,1,22,f,rnd_6002,Station,None,(Space 13),-93.47238,45.11108,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8518,ElmCkR/13Ehr,PK,2,22,f,rnd_6002,Station,None,(Space 13),-93.47238,45.11108,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8528,ElmCkR/14Ehf,PK,1,22,f,rnd_6003,Station,None,(Space 14),-93.47233,45.11105,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8519,ElmCkR/14Ehr,PK,2,22,f,rnd_6003,Station,None,(Space 14),-93.47233,45.11105,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8529,ElmCkR/15Ehf,PK,1,22,f,rnd_6004,Station,None,(Space 15),-93.47228,45.111,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8520,ElmCkR/15Ehr,PK,2,22,f,rnd_6004,Station,None,(Space 15),-93.47228,45.111,1,7,45,,right,Elm Creek RA,EB,2020-03-24
8712,Enfeld/1Ehf,PK,1,22,f,rnd_7277,Station,None,(Space 1),-93.90684,45.35032,1,6,55,,right,Enfield RA,EB,2020-03-24
