detector_name,detector_label,detector_category,detector_lane,detector_field,detector_abandoned,r_node_name,r_node_n_type,r_node_transition,r_node_label,r_node_lon,r_node_lat,r_node_lanes,r_node_shift,r_node_s_limit,r_node_station_id,r_node_attach_side,corridor_route,corridor_dir,date
244,35W/85StS1,,1,30,f,rnd_88015,Station,None,85th St,-93.29846,44.84727,3,5,65,S25,right,I-35W,SB,2020-03-24
245,35W/85StS2,,2,27,f,rnd_88015,Station,None,85th St,-93.29846,44.84727,3,5,65,S25,right,I-35W,SB,2020-03-24
582,35W/85StSHT3,HT,3,24,f,rnd_88015,Station,None,85th St,-93.29846,44.84727,3,5,65,S25,right,I-35W,SB,2020-03-24
6914,35W/86StS1,,1,22,f,rnd_7,Station,None,86th St,-93.29848,44.84604,3,5,65,S1714,right,I-35W,SB,2020-03-24
6915,35W/86StS2,,2,22,f,rnd_7,Station,None,86th St,-93.29848,44.84604,3,5,65,S1714,right,I-35W,SB,2020-03-24
6916,35W/86StSHT3,HT,3,22,f,rnd_7,Station,None,86th St,-93.29848,44.84604,3,5,65,S1714,right,I-35W,SB,2020-03-24
246,35W/90StS1,,1,32.7,f,rnd_88019,Station,None,90th St,-93.29854,44.844,3,5,65,S26,right,I-35W,SB,2020-03-24
247,35W/90StS2,,2,28,f,rnd_88019,Station,None,90th St,-93.29854,44.844,3,5,65,S26,right,I-35W,SB,2020-03-24
583,35W/90StSHT3,HT,3,27.3,f,rnd_88019,Station,None,90th St,-93.29854,44.844,3,5,65,S26,right,I-35W,SB,2020-03-24
148,35W/90StSX,X,0,22,f,rnd_88017,Exit,Leg,90th St,-93.29843,44.84261,1,5,55,,right,I-35W,SB,2020-03-24
107,35W/90StSP,P,0,22,f,rnd_88021,Entrance,Leg,90th St,-93.29803,44.83844,1,5,55,,right,I-35W,SB,2020-03-24
3879,35W/90StSQ,Q,0,22,f,rnd_88021,Entrance,Leg,90th St,-93.29803,44.83844,1,5,55,,right,I-35W,SB,2020-03-24
4811,35W/90StSG,G,0,22,f,rnd_88021,Entrance,Leg,90th St,-93.29803,44.83844,1,5,55,,right,I-35W,SB,2020-03-24
248,35W/92StS1,,1,30,f,rnd_88025,Station,None,92nd St,-93.29671,44.83605,3,5,65,S27,right,I-35W,SB,2020-03-24
249,35W/92StS2,,2,29,f,rnd_88025,Station,None,92nd St,-93.29671,44.83605,3,5,65,S27,right,I-35W,SB,2020-03-24
999,35W/92StSHT3,HT,3,26.5,f,rnd_88025,Station,None,92nd St,-93.29671,44.83605,3,5,65,S27,right,I-35W,SB,2020-03-24
149,35W/94StSX,X,0,22,f,rnd_88023,Exit,Leg,94th St,-93.29641,44.83558,1,5,55,,right,I-35W,SB,2020-03-24
108,35W/94StSP,P,0,22,f,rnd_88027,Entrance,Leg,94th St,-93.29345,44.83087,1,5,55,,right,I-35W,SB,2020-03-24
3505,35W/94StSQ,Q,0,22,f,rnd_88027,Entrance,Leg,94th St,-93.29345,44.83087,1,5,55,,right,I-35W,SB,2020-03-24
4812,35W/94StSG,G,0,22,f,rnd_88027,Entrance,Leg,94th St,-93.29345,44.83087,1,5,55,,right,I-35W,SB,2020-03-24
6799,35W/S94StS1,,1,29,f,rnd_95760,Station,None,S of 94th St,-93.29278,44.82961,3,5,65,S1606,right,I-35W,SB,2020-03-24
6800,35W/S94StS2,,2,29,f,rnd_95760,Station,None,S of 94th St,-93.29278,44.82961,3,5,65,S1606,right,I-35W,SB,2020-03-24
6801,35W/S94StSHT3,HT,3,27,f,rnd_95760,Station,None,S of 94th St,-93.29278,44.82961,3,5,65,S1606,right,I-35W,SB,2020-03-24
150,35W/98StSX,X,0,22,f,rnd_88029,Exit,Leg,98th St,-93.29237,44.82878,1,5,55,,right,I-35W,SB,2020-03-24
109,35W/WB98StSP,P,0,22,f,rnd_88033,Entrance,Loop,98th St WB,-93.29159,44.82368,1,5,55,,right,I-35W,SB,2020-03-24
3503,35W/WB98StSQ,Q,0,22,f,rnd_88033,Entrance,Loop,98th St WB,-93.29159,44.82368,1,5,55,,right,I-35W,SB,2020-03-24
4813,35W/WB98StSG,G,0,22,f,rnd_88033,Entrance,Loop,98th St WB,-93.29159,44.82368,1,5,55,,right,I-35W,SB,2020-03-24
487,35W/EB98StSP,P,0,22,f,rnd_88035,Entrance,Leg,98th St EB,-93.29159,44.82367,1,5,55,,right,I-35W,SB,2020-03-24
3504,35W/EB98StSQ,Q,0,22,f,rnd_88035,Entrance,Leg,98th St EB,-93.29159,44.82367,1,5,55,,right,I-35W,SB,2020-03-24
4814,35W/EB98StSG,G,0,22,f,rnd_88035,Entrance,Leg,98th St EB,-93.29159,44.82367,1,5,55,,right,I-35W,SB,2020-03-24
488,35W/EB98StSM2-ABND,M,2,22,t,rnd_88035,Entrance,Leg,98th St EB,-93.29159,44.82367,1,5,55,,right,I-35W,SB,2020-03-24
7,35W/98StSB,B,0,24,f,rnd_88037,Entrance,HOV,98th St,-93.29159,44.82367,1,5,55,,right,I-35W,SB,2020-03-24
250,35W/S98StS1,,1,30,f,rnd_88031,Station,None,S of 98th St,-93.29156,44.82255,3,5,65,S28,right,I-35W,SB,2020-03-24
251,35W/S98StS2,,2,28.2,f,rnd_88031,Station,None,S of 98th St,-93.29156,44.82255,3,5,65,S28,right,I-35W,SB,2020-03-24
1000,35W/S98StSHT3,HT,3,26.3,f,rnd_88031,Station,None,S of 98th St,-93.29156,44.82255,3,5,65,S28,right,I-35W,SB,2020-03-24
252,35W/102StS1,,1,30.5,f,rnd_88039,Station,None,102nd St,-93.2915,44.8189,3,5,65,S29,right,I-35W,SB,2020-03-24
253,35W/102StS2,,2,27.6,f,rnd_88039,Station,None,102nd St,-93.2915,44.8189,3,5,65,S29,right,I-35W,SB,2020-03-24
1001,35W/102StSHT3,HT,3,26.8,f,rnd_88039,Station,None,102nd St,-93.2915,44.8189,3,5,65,S29,right,I-35W,SB,2020-03-24
6908,35W/N106StS1,,1,22,f,rnd_177,Station,None,N of 106th St,-93.29154,44.8165,3,5,65,S1715,right,I-35W,SB,2020-03-24
6909,35W/N106StS2,,2,22,f,rnd_177,Station,None,N of 106th St,-93.29154,44.8165,3,5,65,S1715,right,I-35W,SB,2020-03-24
6910,35W/N106StSHT3,HT,3,22,f,rnd_177,Station,None,N of 106th St,-93.29154,44.8165,3,5,65,S1715,right,I-35W,SB,2020-03-24
151,35W/106StSX,X,0,22,f,rnd_88041,Exit,Leg,106th St,-93.29156,44.81463,1,5,55,,right,I-35W,SB,2020-03-24
110,35W/106StSP,P,0,22,f,rnd_88045,Entrance,Leg,106th St,-93.29146,44.81009,1,6,55,,right,I-35W,SB,2020-03-24
3502,35W/106StSQ,Q,0,22,f,rnd_88045,Entrance,Leg,106th St,-93.29146,44.81009,1,6,55,,right,I-35W,SB,2020-03-24
4815,35W/106StSG,G,0,22,f,rnd_88045,Entrance,Leg,106th St,-93.29146,44.81009,1,6,55,,right,I-35W,SB,2020-03-24
6802,35W/S106StS1,,1,33,f,rnd_88043,Station,None,S of 106th St,-93.29141,44.80923,4,6,65,S30,right,I-35W,SB,2020-03-24
254,35W/S106StS2,,2,28,f,rnd_88043,Station,None,S of 106th St,-93.29141,44.80923,4,6,65,S30,right,I-35W,SB,2020-03-24
255,35W/S106StS3,,3,23,f,rnd_88043,Station,None,S of 106th St,-93.29141,44.80923,4,6,65,S30,right,I-35W,SB,2020-03-24
1002,35W/S106StSHT4,HT,4,32,f,rnd_88043,Station,None,S of 106th St,-93.29141,44.80923,4,6,65,S30,right,I-35W,SB,2020-03-24
T3578,35W/S106StS1,,1,22,f,rnd_359,Station,None,S of 106th St,-93.29134,44.80806,4,6,55,ST3559,right,I-35W,SB,2020-03-24
T3579,35W/S106StS2,,2,22,f,rnd_359,Station,None,S of 106th St,-93.29134,44.80806,4,6,55,ST3559,right,I-35W,SB,2020-03-24
T3580,35W/S106StSHT3,HT,3,22,f,rnd_359,Station,None,S of 106th St,-93.29134,44.80806,4,6,55,ST3559,right,I-35W,SB,2020-03-24
6803,35W/110StS1,,1,25.5,f,rnd_88047,Station,None,110th St,-93.29128,44.80745,4,6,65,S31,right,I-35W,SB,2020-03-24
256,35W/110StS2,,2,29.3,f,rnd_88047,Station,None,110th St,-93.29128,44.80745,4,6,65,S31,right,I-35W,SB,2020-03-24
257,35W/110StS3,,3,29.5,f,rnd_88047,Station,None,110th St,-93.29128,44.80745,4,6,65,S31,right,I-35W,SB,2020-03-24
1003,35W/110StSHT4,HT,4,26,f,rnd_88047,Station,None,110th St,-93.29128,44.80745,4,6,65,S31,right,I-35W,SB,2020-03-24
T3571,35W/SjLyndalS1,,1,22,f,rnd_8646,Station,None,S Jct Lyndale Ave,-93.29055,44.80317,4,6,65,ST3558,right,I-35W,SB,2020-03-24
T3572,35W/SjLyndalS2,,2,22,f,rnd_8646,Station,None,S Jct Lyndale Ave,-93.29055,44.80317,4,6,65,ST3558,right,I-35W,SB,2020-03-24
T3573,35W/SjLyndalS3,,3,22,f,rnd_8646,Station,None,S Jct Lyndale Ave,-93.29055,44.80317,4,6,65,ST3558,right,I-35W,SB,2020-03-24
T3574,35W/SjLyndalSHT4,HT,4,22,f,rnd_8646,Station,None,S Jct Lyndale Ave,-93.29055,44.80317,4,6,65,ST3558,right,I-35W,SB,2020-03-24
T3568,35W/BlkDogS1,,1,22,f,rnd_8645,Station,None,Black Dog Rd,-93.28958,44.79857,4,6,65,ST3557,right,I-35W,SB,2020-03-24
T3569,35W/BlkDogS2,,2,22,f,rnd_8645,Station,None,Black Dog Rd,-93.28958,44.79857,4,6,65,ST3557,right,I-35W,SB,2020-03-24
T3570,35W/BlkDogSHT3,HT,3,22,f,rnd_8645,Station,None,Black Dog Rd,-93.28958,44.79857,4,6,65,ST3557,right,I-35W,SB,2020-03-24
1004,35W/113StSX,X,0,22,f,rnd_88051,Exit,Loop,113th St,-93.28951,44.79753,1,6,55,,right,I-35W,SB,2020-03-24
6804,35W/113StS1,,1,25,f,rnd_88049,Station,None,113th St,-93.28944,44.79711,4,6,65,S78,right,I-35W,SB,2020-03-24
1006,35W/113StS2,,2,27,f,rnd_88049,Station,None,113th St,-93.28944,44.79711,4,6,65,S78,right,I-35W,SB,2020-03-24
1007,35W/113StS3,,3,27,f,rnd_88049,Station,None,113th St,-93.28944,44.79711,4,6,65,S78,right,I-35W,SB,2020-03-24
1008,35W/113StSHT4,HT,4,24.2,f,rnd_88049,Station,None,113th St,-93.28944,44.79711,4,6,65,S78,right,I-35W,SB,2020-03-24
1005,35W/113StSM,M,0,22,f,rnd_88053,Entrance,Leg,113th St,-93.2893,44.79638,1,6,55,,right,I-35W,SB,2020-03-24
T3562,35W/S113StS1,,1,22,f,rnd_8643,Station,None,S of 113th St,-93.28915,44.79163,4,6,65,ST3556,right,I-35W,SB,2020-03-24
T3563,35W/S113StS2,,2,22,f,rnd_8643,Station,None,S of 113th St,-93.28915,44.79163,4,6,65,ST3556,right,I-35W,SB,2020-03-24
T3564,35W/S113StSHT3,HT,3,22,f,rnd_8643,Station,None,S of 113th St,-93.28915,44.79163,4,6,65,ST3556,right,I-35W,SB,2020-03-24
6805,35W/S113StS1,,1,29.5,f,rnd_95759,Station,None,S of 113th St,-93.2891,44.79094,4,6,65,S1607,right,I-35W,SB,2020-03-24
6806,35W/S113StS2,,2,31,f,rnd_95759,Station,None,S of 113th St,-93.2891,44.79094,4,6,65,S1607,right,I-35W,SB,2020-03-24
6807,35W/S113StS3,,3,31.6,f,rnd_95759,Station,None,S of 113th St,-93.2891,44.79094,4,6,65,S1607,right,I-35W,SB,2020-03-24
6808,35W/S113StSHT4,HT,4,26.7,f,rnd_95759,Station,None,S of 113th St,-93.2891,44.79094,4,6,65,S1607,right,I-35W,SB,2020-03-24
6901,35W/NCliffRS1,,1,22,f,rnd_25,Station,None,N of Cliff Rd,-93.2889,44.78728,4,6,65,S1716,right,I-35W,SB,2020-03-24
6902,35W/NCliffRS2,,2,22,f,rnd_25,Station,None,N of Cliff Rd,-93.2889,44.78728,4,6,65,S1716,right,I-35W,SB,2020-03-24
6903,35W/NCliffRS3,,3,22,f,rnd_25,Station,None,N of Cliff Rd,-93.2889,44.78728,4,6,65,S1716,right,I-35W,SB,2020-03-24
6904,35W/NCliffRSHT4,HT,4,22,f,rnd_25,Station,None,N of Cliff Rd,-93.2889,44.78728,4,6,65,S1716,right,I-35W,SB,2020-03-24
1009,35W/CliffRSX,X,0,22,f,rnd_88055,Exit,Leg,Cliff Rd,-93.28874,44.78521,1,6,55,,right,I-35W,SB,2020-03-24
6829,35W/CliffRS1,,1,28,f,rnd_88057,Station,None,Cliff Rd,-93.2887,44.78414,4,6,65,S79,right,I-35W,SB,2020-03-24
1011,35W/CliffRS2,,2,30,f,rnd_88057,Station,None,Cliff Rd,-93.2887,44.78414,4,6,65,S79,right,I-35W,SB,2020-03-24
1012,35W/CliffRS3,,3,30,f,rnd_88057,Station,None,Cliff Rd,-93.2887,44.78414,4,6,65,S79,right,I-35W,SB,2020-03-24
1013,35W/CliffRSHT4,HT,4,25.8,f,rnd_88057,Station,None,Cliff Rd,-93.2887,44.78414,4,6,65,S79,right,I-35W,SB,2020-03-24
1010,35W/CliffRSM,M,0,22,f,rnd_88059,Entrance,Leg,Cliff Rd,-93.28866,44.78337,1,6,55,,right,I-35W,SB,2020-03-24
T3585,35W/CliffRSA1,A,1,22,f,rnd_8651,Station,None,Cliff Rd,-93.28863,44.78269,4,6,65,ST3555,right,I-35W,SB,2020-03-24
T3586,35W/CliffRS2,,2,22,f,rnd_8651,Station,None,Cliff Rd,-93.28863,44.78269,4,6,65,ST3555,right,I-35W,SB,2020-03-24
T3587,35W/CliffRS3,,3,22,f,rnd_8651,Station,None,Cliff Rd,-93.28863,44.78269,4,6,65,ST3555,right,I-35W,SB,2020-03-24
T3588,35W/CliffRSHT4,HT,4,22,f,rnd_8651,Station,None,Cliff Rd,-93.28863,44.78269,4,6,65,ST3555,right,I-35W,SB,2020-03-24
262,35W/WBTH13SX,X,0,22,f,rnd_88061,Exit,Leg,T.H.13 WB,-93.28856,44.77882,1,5,55,,right,I-35W,SB,2020-03-24
8,35W/NTH13S1,,1,28,f,rnd_88067,Station,None,N of T.H.13,-93.28852,44.77723,3,5,65,S80,right,I-35W,SB,2020-03-24
9,35W/NTH13S2,,2,26,f,rnd_88067,Station,None,N of T.H.13,-93.28852,44.77723,3,5,65,S80,right,I-35W,SB,2020-03-24
10,35W/NTH13S3,,3,18,f,rnd_88067,Station,None,N of T.H.13,-93.28852,44.77723,3,5,65,S80,right,I-35W,SB,2020-03-24
263,35W/WBTH13SM,M,0,22,f,rnd_88063,Entrance,Loop,T.H.13 WB,-93.28852,44.77566,1,6,55,,right,I-35W,SB,2020-03-24
11,35W/EBTH13SX,X,0,22,f,rnd_88065,Exit,Loop,T.H.13 EB,-93.28851,44.77459,1,5,55,,right,I-35W,SB,2020-03-24
12,35W/EBTH13SM,M,0,22,f,rnd_88069,Entrance,Leg,T.H.13 EB,-93.28858,44.77253,1,6,55,,right,I-35W,SB,2020-03-24
7045,35W/STH13SA1,A,1,22,f,rnd_95754,Station,None,S of T.H.13,-93.2886,44.77197,4,6,65,S1608,right,I-35W,SB,2020-03-24
6810,35W/STH13S2,,2,41,f,rnd_95754,Station,None,S of T.H.13,-93.2886,44.77197,4,6,65,S1608,right,I-35W,SB,2020-03-24
6811,35W/STH13S3,,3,33,f,rnd_95754,Station,None,S of T.H.13,-93.2886,44.77197,4,6,65,S1608,right,I-35W,SB,2020-03-24
6812,35W/STH13S4,,4,27,f,rnd_95754,Station,None,S of T.H.13,-93.2886,44.77197,4,6,65,S1608,right,I-35W,SB,2020-03-24
1017,35W/BrnsvlSX,X,0,22,f,rnd_88071,Exit,Loop,Burnsville Pkwy,-93.28874,44.76926,1,5,55,,right,I-35W,SB,2020-03-24
1014,35W/BrnsvlS1,,1,39,f,rnd_88073,Station,None,Burnsville Pkwy,-93.28875,44.76896,3,5,65,S81,right,I-35W,SB,2020-03-24
1015,35W/BrnsvlS2,,2,34.5,f,rnd_88073,Station,None,Burnsville Pkwy,-93.28875,44.76896,3,5,65,S81,right,I-35W,SB,2020-03-24
1016,35W/BrnsvlS3,,3,26.5,f,rnd_88073,Station,None,Burnsville Pkwy,-93.28875,44.76896,3,5,65,S81,right,I-35W,SB,2020-03-24
1032,35W/BrnsvlSM,M,0,22,f,rnd_88075,Entrance,Leg,Burnsville Pkwy,-93.28892,44.76561,1,5,55,,right,I-35W,SB,2020-03-24
133,35W/TmbrlnSA1,A,1,31,f,rnd_88077,Station,None,Timberland Dr,-93.28915,44.75999,3,5,65,S82,right,I-35W,SB,2020-03-24
134,35W/TmbrlnS2,,2,34,f,rnd_88077,Station,None,Timberland Dr,-93.28915,44.75999,3,5,65,S82,right,I-35W,SB,2020-03-24
161,35W/TmbrlnS3,,3,25,f,rnd_88077,Station,None,Timberland Dr,-93.28915,44.75999,3,5,65,S82,right,I-35W,SB,2020-03-24
6813,35W/McAndrS1,,1,27,f,rnd_95756,Station,None,McAndrews Rd,-93.2864,44.75261,3,5,65,S1609,right,I-35W,SB,2020-03-24
6814,35W/McAndrS2,,2,32,f,rnd_95756,Station,None,McAndrews Rd,-93.2864,44.75261,3,5,65,S1609,right,I-35W,SB,2020-03-24
6815,35W/McAndrS3,,3,26,f,rnd_95756,Station,None,McAndrews Rd,-93.2864,44.75261,3,5,65,S1609,right,I-35W,SB,2020-03-24
384,35W/CR42S1,,1,37.5,f,rnd_88081,Station,None,Co Rd 42,-93.28326,44.74602,2,4,65,S265,right,I-35W,SB,2020-03-24
385,35W/CR42S2,,2,26.5,f,rnd_88081,Station,None,Co Rd 42,-93.28326,44.74602,2,4,65,S265,right,I-35W,SB,2020-03-24
3880,35W/SCrossS1,,1,33,f,rnd_88083,Station,None,Southcross Dr,-93.28328,44.73873,2,4,65,S915,right,I-35W,SB,2020-03-24
3881,35W/SCrossS2,,2,23.6,f,rnd_88083,Station,None,Southcross Dr,-93.28328,44.73873,2,4,65,S915,right,I-35W,SB,2020-03-24
1640,394CD/CarlsnEX,X,0,22,f,rnd_88225,Exit,Leg,Carlson Pkwy,-93.47423,44.97046,1,6,55,,right,I-394 CD,EB,2020-03-24
1644,394CD/CarlsnEM,M,0,22,f,rnd_88227,Entrance,Leg,Carlson Pkwy,-93.46884,44.97045,1,6,55,,right,I-394 CD,EB,2020-03-24
1648,394CD/SB494EP,P,0,22,f,rnd_88231,Entrance,Loop,I-494 SB,-93.46163,44.97044,1,6,55,,right,I-394 CD,EB,2020-03-24
3543,394CD/SB494EQ-ABND,Q,0,22,t,rnd_88231,Entrance,Loop,I-494 SB,-93.46163,44.97044,1,6,55,,right,I-394 CD,EB,2020-03-24
4891,394CD/SB494EG,G,0,22,f,rnd_88231,Entrance,Loop,I-494 SB,-93.46163,44.97044,1,6,55,,right,I-394 CD,EB,2020-03-24
1650,394CD/494ECD,CD,0,22,f,rnd_88235,Station,CD,I-494,-93.45318,44.97043,1,6,55,,right,I-394 CD,EB,2020-03-24
1649,394CD/NB494EP,P,0,22,f,rnd_88237,Entrance,Leg,I-494 NB,-93.45255,44.97043,1,6,55,,right,I-394 CD,EB,2020-03-24
4892,394CD/NB494EG,G,0,22,f,rnd_88237,Entrance,Leg,I-494 NB,-93.45255,44.97043,1,6,55,,right,I-394 CD,EB,2020-03-24
5303,394CD/NB494EQ,Q,0,22,f,rnd_88237,Entrance,Leg,I-494 NB,-93.45255,44.97043,1,6,55,,right,I-394 CD,EB,2020-03-24
3545,394CD/NB494EQ1-ABND,Q,1,22,t,rnd_88237,Entrance,Leg,I-494 NB,-93.45255,44.97043,1,6,55,,right,I-394 CD,EB,2020-03-24
1655,394CD/PlymRdEX,X,0,22,f,rnd_95831,Exit,Loop,Plymouth Rd,-93.44375,44.97042,1,6,55,,right,I-394 CD,EB,2020-03-24
1654,394CD/RigdalEX,X,0,22,f,rnd_95829,Exit,Common,Ridgedale Dr,-93.44342,44.97042,1,6,55,,right,I-394 CD,EB,2020-03-24
1685,394CD/GenrlMEX,X,0,22,f,rnd_88281,Exit,Leg,General Mills Blvd,-93.39172,44.97357,1,6,55,,right,I-394 CD,EB,2020-03-24
1689,394CD/US169EP,P,0,18,f,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
1736,394CD/US169EB,B,0,22,f,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
3546,394CD/US169EQ,Q,0,22,f,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
4896,394CD/US169EG,G,0,22,f,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
1690,394CD/US169EP2-ABND,P,2,22,t,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
5004,394CD/US169EP2-ABND,P,2,22,t,rnd_88285,Entrance,CD,U.S.169,-93.3887,44.97342,0,6,55,,right,I-394 CD,EB,2020-03-24
1691,394CD/GenrlMEB,B,0,22,f,rnd_88595,Entrance,CD,General Mills Blvd,-93.38811,44.97335,1,6,55,,right,I-394 CD,EB,2020-03-24
1692,394CD/GenrlMEP,P,0,22,f,rnd_88595,Entrance,CD,General Mills Blvd,-93.38811,44.97335,1,6,55,,right,I-394 CD,EB,2020-03-24
3560,394CD/GenrlMEQ,Q,0,22,f,rnd_88595,Entrance,CD,General Mills Blvd,-93.38811,44.97335,1,6,55,,right,I-394 CD,EB,2020-03-24
4897,394CD/GenrlMEG,G,0,22,f,rnd_88595,Entrance,CD,General Mills Blvd,-93.38811,44.97335,1,6,55,,right,I-394 CD,EB,2020-03-24
1711,394CD/XeniaAEM,M,0,22,f,rnd_90815,Entrance,Leg,Xenia Ave,-93.34752,44.97019,1,6,55,,right,I-394 CD,EB,2020-03-24
7856,394CD/TH100ECD,CD,0,22,f,rnd_1371,Station,None,T.H.100,-93.34254,44.97022,1,6,55,,right,I-394 CD,EB,2020-03-24
1715,394CD/TH100ECD,CD,0,34.2,f,rnd_88599,Station,None,T.H.100,-93.34242,44.97023,1,6,55,,right,I-394 CD,EB,2020-03-24
722,394CD/EB94EM1,M,1,50,f,rnd_1724,Station,None,I-94 EB,-93.28922,44.97413,1,6,55,S39494,right,I-394 CD,EB,2020-03-24
676,394CD/LyndalWP,P,0,22,f,rnd_88509,Entrance,Common,Lyndale Ave,-93.28619,44.97529,1,4,55,,left,I-394 CD,WB,2020-03-24
3576,394CD/LyndalWQ,Q,0,22,f,rnd_88509,Entrance,Common,Lyndale Ave,-93.28619,44.97529,1,4,55,,left,I-394 CD,WB,2020-03-24
4905,394CD/LyndalWG,G,0,22,f,rnd_88509,Entrance,Common,Lyndale Ave,-93.28619,44.97529,1,4,55,,left,I-394 CD,WB,2020-03-24
675,394CD/EB94WP,P,0,22,f,rnd_88511,Entrance,Leg,I-94 EB,-93.28913,44.97552,1,5,55,,right,I-394 CD,WB,2020-03-24
3575,394CD/EB94WQ,Q,0,22,f,rnd_88511,Entrance,Leg,I-94 EB,-93.28913,44.97552,1,5,55,,right,I-394 CD,WB,2020-03-24
4906,394CD/EB94WG,G,0,22,f,rnd_88511,Entrance,Leg,I-94 EB,-93.28913,44.97552,1,5,55,,right,I-394 CD,WB,2020-03-24
1114,394CD/94WCD,CD,0,39,f,rnd_95232,Station,None,I-94,-93.29001,44.97541,1,5,55,S370,right,I-394 CD,WB,2020-03-24
677,394CD/WB394CD2WM1,M,1,22,f,rnd_95220,Entrance,Slipramp,I-394 CD2 WB,-93.29058,44.97529,2,3,55,S371,left,I-394 CD,WB,2020-03-24
678,394CD/WB394CD2WM2,M,2,22,f,rnd_95220,Entrance,Slipramp,I-394 CD2 WB,-93.29058,44.97529,2,3,55,S371,left,I-394 CD,WB,2020-03-24
1744,394CD/WTH100WCD,CD,0,22,f,rnd_88587,Station,None,W of T.H.100,-93.33771,44.97093,1,5,55,,right,I-394 CD,WB,2020-03-24
1745,394CD/WTH100WCD2-ABND,CD,2,29,t,rnd_88587,Station,None,W of T.H.100,-93.33771,44.97093,1,5,55,,right,I-394 CD,WB,2020-03-24
7855,394CD/TH100WCD,CD,0,22,f,rnd_1370,Station,None,T.H.100,-93.34488,44.97095,1,5,55,,right,I-394 CD,WB,2020-03-24
1752,394CD/TH100WCD,CD,0,16,f,rnd_88603,Station,None,T.H.100,-93.34503,44.97096,1,5,55,,right,I-394 CD,WB,2020-03-24
1753,394CD/SBTH100WM-ABND,M,0,22,t,rnd_88387,Entrance,Leg,T.H.100 SB,-93.34593,44.97092,1,5,55,,right,I-394 CD,WB,2020-03-24
1757,394CD/100CDWP,P,0,22,f,rnd_88395,Entrance,None,T.H.100 CD,-93.35389,44.97084,0,5,55,,right,I-394 CD,WB,2020-03-24
3577,394CD/100CDWQ,Q,0,22,f,rnd_88395,Entrance,None,T.H.100 CD,-93.35389,44.97084,0,5,55,,right,I-394 CD,WB,2020-03-24
4909,394CD/100CDWG,G,0,22,f,rnd_88395,Entrance,None,T.H.100 CD,-93.35389,44.97084,0,5,55,,right,I-394 CD,WB,2020-03-24
1758,394CD/100CDWM2-ABND,M,2,22,t,rnd_88395,Entrance,None,T.H.100 CD,-93.35389,44.97084,0,5,55,,right,I-394 CD,WB,2020-03-24
1759,394CD/XeniaAWP,P,0,22,f,rnd_88397,Entrance,Leg,Xenia Ave,-93.35578,44.97083,1,5,55,,right,I-394 CD,WB,2020-03-24
4910,394CD/XeniaAWG,G,0,22,f,rnd_88397,Entrance,Leg,Xenia Ave,-93.35578,44.97083,1,5,55,,right,I-394 CD,WB,2020-03-24
3562,394CD/XeniaAWQ1,Q,1,22,f,rnd_88397,Entrance,Leg,Xenia Ave,-93.35578,44.97083,1,5,55,,right,I-394 CD,WB,2020-03-24
3563,394CD/XeniaAWQ2-ABND,Q,2,22,t,rnd_88397,Entrance,Leg,Xenia Ave,-93.35578,44.97083,1,5,55,,right,I-394 CD,WB,2020-03-24
1775,394CD/GenrlMWX,X,0,22,f,rnd_88411,Exit,Leg,General Mills Blvd,-93.38918,44.97436,1,7,55,,right,I-394 CD,WB,2020-03-24
1779,394CD/EUS169WCD,CD,0,17.2,f,rnd_88601,Station,None,E of U.S.169,-93.39818,44.97408,1,7,55,,right,I-394 CD,WB,2020-03-24
1784,394CD/169CDWP,P,0,22,f,rnd_88425,Entrance,None,U.S.169 CD,-93.40299,44.97374,0,7,55,,right,I-394 CD,WB,2020-03-24
3328,394CD/169CDWQ,Q,0,22,f,rnd_88425,Entrance,None,U.S.169 CD,-93.40299,44.97374,0,7,55,,right,I-394 CD,WB,2020-03-24
4912,394CD/169CDWG,G,0,22,f,rnd_88425,Entrance,None,U.S.169 CD,-93.40299,44.97374,0,7,55,,right,I-394 CD,WB,2020-03-24
1785,394CD/169CDWP2-ABND,P,2,22,t,rnd_88425,Entrance,None,U.S.169 CD,-93.40299,44.97374,0,7,55,,right,I-394 CD,WB,2020-03-24
1786,394CD/SBUS169WP,P,0,22,f,rnd_88427,Entrance,Leg,U.S.169 SB,-93.40438,44.97369,1,7,55,,right,I-394 CD,WB,2020-03-24
4913,394CD/SBUS169WG,G,0,22,f,rnd_88427,Entrance,Leg,U.S.169 SB,-93.40438,44.97369,1,7,55,,right,I-394 CD,WB,2020-03-24
3559,394CD/SBUS169WQ1,Q,1,22,f,rnd_88427,Entrance,Leg,U.S.169 SB,-93.40438,44.97369,1,7,55,,right,I-394 CD,WB,2020-03-24
