date,hour,corridor_route,speed
2020-03-31,3,I-35E,60.8378241089837
2020-03-31,4,I-35E,66.6802589121745
2020-03-31,5,I-35E,68.6928041100702
2020-03-31,6,I-35E,68.5190745833337
2020-03-31,7,I-35E,68.4080699881115
2020-03-31,8,I-35E,65.8691297403652
2020-03-31,9,I-35E,63.0747058911882
2020-03-31,10,I-35E,62.4119158626019
2020-03-31,11,I-35E,64.9807926500827
2020-03-31,12,I-35E,65.1335164490637
2020-03-31,13,I-35E,66.39752008255
2020-03-31,14,I-35E,68.4991902416953
2020-03-31,15,I-35E,69.9157466137519
2020-03-31,16,I-35E,71.1946831246515
2020-03-31,17,I-35E,71.2152455038614
2020-03-31,18,I-35E,71.1007883986727
2020-03-31,19,I-35E,70.6916189210201
2020-03-31,20,I-35E,68.5083780872231
2020-03-31,21,I-35E,69.6037796995106
2020-03-31,22,I-35E,69.20532930043
2020-03-31,23,I-35E,66.817751083808
2020-04-01,1,I-35E,62.7970618790205
2020-04-01,2,I-35E,58.3386570061505
2020-04-01,3,I-35E,61.3384297048616
2020-04-01,4,I-35E,62.919429778668
2020-04-01,5,I-35E,68.3704900575905
2020-04-01,6,I-35E,68.1695787686031
2020-04-01,7,I-35E,68.0526117131011
2020-04-01,8,I-35E,66.5978614281058
2020-04-01,9,I-35E,63.6732546466651
2020-04-01,10,I-35E,62.9613491038806
2020-04-01,11,I-35E,64.2408469797422
2020-04-01,12,I-35E,65.6989572003467
2020-04-01,13,I-35E,66.4667159839183
2020-04-01,14,I-35E,69.1573011566844
2020-04-01,15,I-35E,69.6760661589029
2020-04-01,16,I-35E,71.6734751525462
2020-04-01,17,I-35E,71.5368504405428
2020-04-01,18,I-35E,70.8987152315858
2020-04-01,19,I-35E,70.3630256579993
2020-04-01,20,I-35E,68.3822907409329
2020-04-01,21,I-35E,67.3724629810895
2020-04-01,22,I-35E,68.3973833204448
2020-04-01,23,I-35E,66.7014012966795
2020-04-02,1,I-35E,61.7239325229352
2020-04-02,2,I-35E,56.4637775790133
2020-04-02,3,I-35E,59.0688013424082
2020-04-02,4,I-35E,64.9472411330272
2020-04-02,5,I-35E,67.852445084991
2020-04-02,6,I-35E,68.0967817095425
2020-04-02,7,I-35E,68.1355666591326
2020-04-02,8,I-35E,65.2340364395151
2020-04-02,9,I-35E,64.5097331059565
2020-04-02,10,I-35E,64.1976708524909
2020-04-02,11,I-35E,65.0356193138922
2020-04-02,12,I-35E,65.3257208578078
2020-04-02,13,I-35E,67.3456983882562
2020-04-02,14,I-35E,68.5085035444203
2020-04-02,15,I-35E,70.0319635655058
2020-04-02,16,I-35E,71.3917924589294
2020-04-02,17,I-35E,71.8858281322189
2020-04-02,18,I-35E,69.8661293876635
2020-04-02,19,I-35E,70.1719434234649
2020-04-02,20,I-35E,67.5224247786513
2020-04-02,21,I-35E,67.6117993783164
2020-04-02,22,I-35E,67.9834342264114
2020-04-02,23,I-35E,66.4256558795206
2020-04-03,1,I-35E,60.7235918931783
2020-04-03,2,I-35E,54.0925435600752
2020-04-03,3,I-35E,61.3398506082258
2020-04-03,4,I-35E,65.4412869820602
2020-04-03,5,I-35E,65.4548494741971
2020-04-03,6,I-35E,67.3088090994784
2020-04-03,7,I-35E,67.6610972993867
2020-04-03,8,I-35E,64.9559080229204
2020-04-03,9,I-35E,64.0552211627678
2020-04-03,10,I-35E,63.8434916726614
2020-04-03,11,I-35E,62.8170970669666
2020-04-03,12,I-35E,63.2182860270361
2020-04-03,13,I-35E,65.3688221181108
2020-04-03,14,I-35E,68.658976181098
2020-04-03,15,I-35E,69.8957185305347
2020-04-03,16,I-35E,70.7348358644019
2020-04-03,17,I-35E,71.4074055017869
2020-04-03,18,I-35E,70.9245300792483
2020-04-03,19,I-35E,71.0862195111982
2020-04-03,20,I-35E,67.9663093863146
2020-04-03,21,I-35E,68.4213451082999
2020-04-03,22,I-35E,68.2699100781127
2020-04-03,23,I-35E,65.8339799337035
2020-04-04,1,I-35E,61.5502661894588
2020-04-04,2,I-35E,56.5404129733602
2020-04-04,3,I-35E,58.1948887441887
2020-04-04,4,I-35E,60.5569186344602
2020-04-04,5,I-35E,66.333951164114
2020-04-04,6,I-35E,68.1617913418571
2020-04-04,7,I-35E,69.1698874901262
2020-04-04,8,I-35E,70.5853128648796
2020-04-04,9,I-35E,69.7523417345507
2020-04-04,10,I-35E,71.0367059483462
2020-04-04,11,I-35E,71.3458017003426
2020-04-04,12,I-35E,71.9410778122989
2020-04-04,13,I-35E,72.1775590646234
2020-04-04,14,I-35E,73.2963668677982
2020-04-04,15,I-35E,73.5992645422521
2020-04-04,16,I-35E,73.5247496419841
2020-04-04,17,I-35E,73.4653281686669
2020-04-04,18,I-35E,73.6577996877188
2020-04-04,19,I-35E,73.0620926418889
2020-04-04,20,I-35E,70.2327179483678
2020-04-04,21,I-35E,70.9612032140499
2020-04-04,22,I-35E,71.1731918727899
2020-04-04,23,I-35E,70.2108642000739
2020-04-05,1,I-35E,66.6489440664878
2020-04-05,2,I-35E,61.9077004188094
2020-04-05,3,I-35E,60.4689737475965
2020-04-05,4,I-35E,64.9842468797739
2020-04-05,5,I-35E,67.7920534638555
2020-04-05,6,I-35E,71.0442002121083
2020-04-05,7,I-35E,70.5537165181992
2020-04-05,8,I-35E,70.2859513575236
2020-04-05,9,I-35E,70.9510905841992
2020-04-05,10,I-35E,72.1577052532566
2020-04-05,11,I-35E,72.3525065421936
2020-04-05,12,I-35E,72.9171967470128
2020-04-05,13,I-35E,74.1134476746305
2020-04-05,14,I-35E,73.7003151187743
2020-04-05,15,I-35E,73.6724168200323
2020-04-05,16,I-35E,74.2861899199255
2020-04-05,17,I-35E,73.5243169140007
2020-04-05,18,I-35E,73.1626739549107
2020-04-05,19,I-35E,71.9367174072768
2020-04-05,20,I-35E,70.5964578690248
2020-04-05,21,I-35E,70.3496066436195
2020-04-05,22,I-35E,70.3185361841494
2020-04-05,23,I-35E,68.1082296287465
2020-04-06,1,I-35E,60.3882966604538
2020-04-06,2,I-35E,59.9099221117045
2020-04-06,3,I-35E,61.0496280607906
2020-04-06,4,I-35E,65.6116742766355
2020-04-06,5,I-35E,68.9590282724203
2020-04-06,6,I-35E,69.704222349913
2020-04-06,7,I-35E,68.1253791790857
2020-04-06,8,I-35E,65.4763278881668
2020-04-06,9,I-35E,63.0809762907823
2020-04-06,10,I-35E,63.2935729457115
2020-04-06,11,I-35E,65.2281266758099
2020-04-06,12,I-35E,65.7643090196559
2020-04-06,13,I-35E,67.3163713453695
2020-04-06,14,I-35E,68.7273315798198
2020-04-06,15,I-35E,70.2290535610181
2020-04-06,16,I-35E,71.4521430818791
2020-04-06,17,I-35E,71.2315500853074
2020-04-06,18,I-35E,71.4332506558803
2020-04-06,19,I-35E,68.7060341841926
2020-04-06,20,I-35E,66.6892848034714
2020-04-06,21,I-35E,67.9685629931411
2020-04-06,22,I-35E,68.0660890741152
2020-04-06,23,I-35E,65.5051517474997
2020-03-02,1,I-35E CD,49.9639509733237
2020-03-02,2,I-35E CD,48.226045110635
2020-03-02,3,I-35E CD,49.2817840325909
2020-03-02,4,I-35E CD,54.9425872245521
2020-03-02,5,I-35E CD,57.4077011917302
2020-03-02,6,I-35E CD,55.3103233468565
2020-03-02,7,I-35E CD,57.5889287440824
2020-03-02,8,I-35E CD,55.1510671437013
2020-03-02,9,I-35E CD,51.0983589132243
2020-03-02,10,I-35E CD,51.0907912736698
2020-03-02,11,I-35E CD,52.1420625354163
2020-03-02,12,I-35E CD,53.3268523034414
2020-03-02,13,I-35E CD,55.8313724268112
2020-03-02,14,I-35E CD,56.1124281587768
2020-03-02,15,I-35E CD,57.5444992174718
2020-03-02,16,I-35E CD,58.6689496072949
2020-03-02,17,I-35E CD,58.8725697775016
2020-03-02,18,I-35E CD,56.6803783448528
2020-03-02,19,I-35E CD,56.8748430580286
2020-03-02,20,I-35E CD,58.1574294418024
2020-03-02,21,I-35E CD,58.8552896407802
2020-03-02,22,I-35E CD,59.2703907194676
2020-03-02,23,I-35E CD,55.9895233853453
2020-03-03,1,I-35E CD,53.8736645099734
2020-03-03,2,I-35E CD,46.0894790503471
2020-03-03,3,I-35E CD,48.8295127503031
2020-03-03,4,I-35E CD,56.01311254135
2020-03-03,5,I-35E CD,55.1260306449457
2020-03-03,6,I-35E CD,56.4713038886073
2020-03-03,7,I-35E CD,55.5632374351569
2020-03-03,8,I-35E CD,54.3199245293705
2020-03-03,9,I-35E CD,52.7192465536527
2020-03-03,10,I-35E CD,51.6298121528115
2020-03-03,11,I-35E CD,53.386577365189
2020-03-03,12,I-35E CD,54.3986665959498
2020-03-03,13,I-35E CD,54.2421761488082
2020-03-03,14,I-35E CD,56.0389392618458
2020-03-03,15,I-35E CD,56.5760451844399
2020-03-03,16,I-35E CD,57.8845157577131
2020-03-03,17,I-35E CD,58.0609399073619
2020-03-03,18,I-35E CD,56.4932056825201
2020-03-03,19,I-35E CD,56.2924884204944
2020-03-03,20,I-35E CD,58.2451756843676
2020-03-03,21,I-35E CD,57.3021284819038
2020-03-03,22,I-35E CD,58.5425547718887
2020-03-03,23,I-35E CD,58.961663393907
2020-03-04,1,I-35E CD,49.8780867630701
2020-03-04,2,I-35E CD,45.4684837404147
2020-03-04,3,I-35E CD,53.9520752813459
2020-03-04,4,I-35E CD,55.8045988467484
2020-03-04,5,I-35E CD,56.2181969082258
2020-03-04,6,I-35E CD,57.8850879749462
2020-03-04,7,I-35E CD,49.4010043170855
2020-03-04,8,I-35E CD,54.8048026440364
2020-03-04,9,I-35E CD,51.2900025332262
2020-03-04,10,I-35E CD,53.6591811708967
2020-03-04,11,I-35E CD,33.7947790056821
2020-03-04,12,I-35E CD,53.6947484248655
2020-03-04,13,I-35E CD,52.9654002405918
2020-03-04,14,I-35E CD,57.0923169780386
2020-03-04,15,I-35E CD,58.0616018596788
2020-03-04,16,I-35E CD,57.7750838777332
2020-03-04,17,I-35E CD,58.4986671907612
2020-03-04,18,I-35E CD,56.2551006426559
2020-03-04,19,I-35E CD,57.7346028892246
2020-03-04,20,I-35E CD,57.3122478872642
2020-03-04,21,I-35E CD,57.6572883986961
2020-03-04,22,I-35E CD,58.9350115563268
2020-03-04,23,I-35E CD,58.9912361732644
2020-03-05,1,I-35E CD,50.7046605441593
2020-03-05,2,I-35E CD,50.2909404355301
2020-03-05,3,I-35E CD,51.8178687076116
2020-03-05,4,I-35E CD,56.4604807629179
2020-03-05,5,I-35E CD,58.1378461530639
2020-03-05,6,I-35E CD,56.9674202055261
2020-03-05,7,I-35E CD,55.9427889757731
2020-03-05,8,I-35E CD,53.5066406708061
2020-03-05,9,I-35E CD,51.1063741534134
2020-03-05,10,I-35E CD,50.5583323020013
2020-03-05,11,I-35E CD,51.3185946974148
2020-03-05,12,I-35E CD,50.9406863500642
2020-03-05,13,I-35E CD,53.3239808976299
2020-03-05,14,I-35E CD,52.8374642612023
2020-03-05,15,I-35E CD,48.6668998538443
2020-03-05,16,I-35E CD,32.0986119046575
2020-03-05,17,I-35E CD,53.6281478947896
2020-03-05,18,I-35E CD,55.2707855399178
2020-03-05,19,I-35E CD,55.8028443761875
2020-03-05,20,I-35E CD,57.2602746021858
2020-03-05,21,I-35E CD,56.44495155393
2020-03-05,22,I-35E CD,57.0400755881646
2020-03-05,23,I-35E CD,55.7815450974977
2020-03-06,1,I-35E CD,52.9271283012656
2020-03-06,2,I-35E CD,49.6835138792414
2020-03-06,3,I-35E CD,51.1474652349939
2020-03-06,4,I-35E CD,56.1448111439509
2020-03-06,5,I-35E CD,57.9155925680534
2020-03-06,6,I-35E CD,58.212642956358
2020-03-06,7,I-35E CD,55.8691305600397
2020-03-06,8,I-35E CD,53.4642830086673
2020-03-06,9,I-35E CD,52.2143797955842
2020-03-06,10,I-35E CD,51.9114982340176
2020-03-06,11,I-35E CD,53.3444239714538
2020-03-06,12,I-35E CD,55.2234965558152
2020-03-06,13,I-35E CD,56.0564431423602
2020-03-06,14,I-35E CD,56.1818722025314
2020-03-06,15,I-35E CD,56.9312933329566
2020-03-06,16,I-35E CD,58.946332741102
2020-03-06,17,I-35E CD,58.1378898377391
2020-03-06,18,I-35E CD,57.4009360736588
2020-03-06,19,I-35E CD,58.5545531880606
2020-03-06,20,I-35E CD,58.1835671380335
2020-03-06,21,I-35E CD,57.2635637577012
2020-03-06,22,I-35E CD,57.709377507817
2020-03-06,23,I-35E CD,60.7141269559033
2020-03-07,1,I-35E CD,56.855874858134
2020-03-07,2,I-35E CD,59.1570246765851
2020-03-07,3,I-35E CD,53.8224466150051
2020-03-07,4,I-35E CD,56.1079986859746
2020-03-07,5,I-35E CD,56.1562690510059
2020-03-07,6,I-35E CD,57.5433842876929
2020-03-07,7,I-35E CD,58.7976078333754
2020-03-07,8,I-35E CD,61.7420970800775
2020-03-07,9,I-35E CD,60.5157910271547
2020-03-07,10,I-35E CD,60.5497067237051
2020-03-07,11,I-35E CD,61.1636549412449
2020-03-07,12,I-35E CD,61.3068797064162
2020-03-07,13,I-35E CD,61.7480717896835
2020-03-07,14,I-35E CD,61.3033620543327
2020-03-07,15,I-35E CD,61.6475136629879
2020-03-07,16,I-35E CD,61.8435859210469
2020-03-07,17,I-35E CD,61.4472079971241
2020-03-07,18,I-35E CD,60.0260469037261
2020-03-07,19,I-35E CD,58.5161321004776
2020-03-07,20,I-35E CD,58.6590076562715
2020-03-07,21,I-35E CD,59.9199336196798
2020-03-07,22,I-35E CD,59.5840971557326
2020-03-07,23,I-35E CD,59.8595225176343
2020-03-08,1,I-35E CD,58.6680804091363
2020-03-08,2,I-35E CD,
2020-03-08,3,I-35E CD,55.4307027943147
2020-03-08,4,I-35E CD,55.4593147114481
2020-03-08,5,I-35E CD,58.8740035795188
2020-03-08,6,I-35E CD,60.558480786832
2020-03-08,7,I-35E CD,62.4372356248392
2020-03-08,8,I-35E CD,61.9861225560646
2020-03-08,9,I-35E CD,61.2754304759327
2020-03-08,10,I-35E CD,62.5842038716155
2020-03-08,11,I-35E CD,61.6272088516868
2020-03-08,12,I-35E CD,61.570987803742
2020-03-08,13,I-35E CD,62.2134483598289
2020-03-08,14,I-35E CD,62.4963857593651
2020-03-08,15,I-35E CD,62.3786121729998
2020-03-08,16,I-35E CD,62.023859658718
2020-03-08,17,I-35E CD,62.1854273837714
2020-03-08,18,I-35E CD,62.10203374616
2020-03-08,19,I-35E CD,59.4392397791811
2020-03-08,20,I-35E CD,59.2797692085243
2020-03-08,21,I-35E CD,59.4382444119437
2020-03-08,22,I-35E CD,60.349358974359
2020-03-08,23,I-35E CD,58.5176119960487
2020-03-09,1,I-35E CD,52.8435890485226
2020-03-09,2,I-35E CD,51.2297206037096
2020-03-09,3,I-35E CD,49.6325585478897
2020-03-09,4,I-35E CD,56.1373069121548
2020-03-09,5,I-35E CD,57.3739955703086
2020-03-09,6,I-35E CD,55.2985788031356
2020-03-09,7,I-35E CD,54.8927076228643
2020-03-09,8,I-35E CD,53.7275103882933
2020-03-09,9,I-35E CD,50.598575067393
2020-03-09,10,I-35E CD,50.2859102417189
2020-03-09,11,I-35E CD,51.9517615677602
2020-03-09,12,I-35E CD,52.662615004386
2020-03-09,13,I-35E CD,54.2848105140831
2020-03-09,14,I-35E CD,55.3867490123384
2020-03-09,15,I-35E CD,56.8192328698676
2020-03-09,16,I-35E CD,56.2227533728727
2020-03-09,17,I-35E CD,58.4066339657425
2020-03-09,18,I-35E CD,59.2413822128438
2020-03-09,19,I-35E CD,57.8644746292762
2020-03-09,20,I-35E CD,57.7700035973737
2020-03-09,21,I-35E CD,57.7504467961915
2020-03-09,22,I-35E CD,57.1728725861114
2020-03-09,23,I-35E CD,59.2101298701299
2020-03-10,1,I-35E CD,51.3443911201975
2020-03-10,2,I-35E CD,45.6963309112384
2020-03-10,3,I-35E CD,51.6017727032815
2020-03-10,4,I-35E CD,57.2852149216233
2020-03-10,5,I-35E CD,56.7494221647056
2020-03-10,6,I-35E CD,56.9237778667276
2020-03-10,7,I-35E CD,57.276383841076
2020-03-10,8,I-35E CD,54.8990077282916
2020-03-10,9,I-35E CD,51.4172831260454
2020-03-10,10,I-35E CD,52.9022251183701
2020-03-10,11,I-35E CD,54.8761397951329
2020-03-10,12,I-35E CD,54.2991190479674
2020-03-10,13,I-35E CD,54.5394369338801
2020-03-10,14,I-35E CD,56.4660016422888
2020-03-10,15,I-35E CD,56.2410567472701
2020-03-10,16,I-35E CD,58.8023990062008
2020-03-10,17,I-35E CD,59.0298669133793
2020-03-10,18,I-35E CD,58.8810693165314
2020-03-10,19,I-35E CD,57.9317550238011
2020-03-10,20,I-35E CD,57.75174909153
2020-03-10,21,I-35E CD,58.2929253096255
2020-03-10,22,I-35E CD,56.1753393530698
2020-03-10,23,I-35E CD,57.5019681394722
2020-03-11,1,I-35E CD,48.5510307939419
2020-03-11,2,I-35E CD,46.2295338408593
2020-03-11,3,I-35E CD,48.4638265725964
2020-03-11,4,I-35E CD,55.9601468041969
2020-03-11,5,I-35E CD,57.587132835269
2020-03-11,6,I-35E CD,55.7332648729531
2020-03-11,7,I-35E CD,56.0265824034733
2020-03-11,8,I-35E CD,53.5172387011022
2020-03-11,9,I-35E CD,53.5046762586956
2020-03-11,10,I-35E CD,53.2135134083261
2020-03-11,11,I-35E CD,52.772148165196
2020-03-11,12,I-35E CD,54.6315098428178
2020-03-11,13,I-35E CD,55.330758941051
2020-03-11,14,I-35E CD,56.5778276482
2020-03-11,15,I-35E CD,57.7572470485989
2020-03-11,16,I-35E CD,59.0126910839711
2020-03-11,17,I-35E CD,59.2630925435323
2020-03-11,18,I-35E CD,60.1269234529613
2020-03-11,19,I-35E CD,59.5749847006539
2020-03-11,20,I-35E CD,57.9528718426088
2020-03-11,21,I-35E CD,57.5194691258257
2020-03-11,22,I-35E CD,58.6802206151632
2020-03-11,23,I-35E CD,58.8431466562861
2020-03-12,1,I-35E CD,51.2528320882091
2020-03-12,2,I-35E CD,44.4894138183456
2020-03-12,3,I-35E CD,51.8669198775661
2020-03-12,4,I-35E CD,56.4615796618769
2020-03-12,5,I-35E CD,55.5475612984903
2020-03-12,6,I-35E CD,55.0582510278801
2020-03-12,7,I-35E CD,53.8468442593523
2020-03-12,8,I-35E CD,52.8791972532783
2020-03-12,9,I-35E CD,52.0243120493479
2020-03-12,10,I-35E CD,50.0786404491372
2020-03-12,11,I-35E CD,50.0601741163561
2020-03-12,12,I-35E CD,51.3097210654379
2020-03-12,13,I-35E CD,52.1886393741288
2020-03-12,14,I-35E CD,55.0886244946869
2020-03-12,15,I-35E CD,54.1819248659062
2020-03-12,16,I-35E CD,57.3917328018306
2020-03-12,17,I-35E CD,58.3272975035571
2020-03-12,18,I-35E CD,58.4480007444071
2020-03-12,19,I-35E CD,57.9000855713727
2020-03-12,20,I-35E CD,56.9364862179335
2020-03-12,21,I-35E CD,57.3178062035005
2020-03-12,22,I-35E CD,57.6715633264917
2020-03-12,23,I-35E CD,58.8208501572738
2020-03-13,1,I-35E CD,54.0840072255667
2020-03-13,2,I-35E CD,46.5284679475946
2020-03-13,3,I-35E CD,49.2216735966736
2020-03-13,4,I-35E CD,58.3910797486263
2020-03-13,5,I-35E CD,58.2775926000288
2020-03-13,6,I-35E CD,55.32145260968
2020-03-13,7,I-35E CD,55.4100187610886
2020-03-13,8,I-35E CD,53.3432463686016
2020-03-13,9,I-35E CD,52.7328356092111
2020-03-13,10,I-35E CD,50.5377829403566
2020-03-13,11,I-35E CD,52.0438538483209
2020-03-13,12,I-35E CD,53.9457665691742
2020-03-13,13,I-35E CD,55.0249651227717
2020-03-13,14,I-35E CD,56.9430539271584
2020-03-13,15,I-35E CD,57.7791577727461
2020-03-13,16,I-35E CD,58.170492686866
2020-03-13,17,I-35E CD,60.0660648160546
2020-03-13,18,I-35E CD,59.895998035945
2020-03-13,19,I-35E CD,58.7827128571216
2020-03-13,20,I-35E CD,56.9878182972261
2020-03-13,21,I-35E CD,58.0236668854125
2020-03-13,22,I-35E CD,58.8239600557963
2020-03-13,23,I-35E CD,59.9847135416975
2020-03-14,1,I-35E CD,55.6732289049202
2020-03-14,2,I-35E CD,55.4013020310266
2020-03-14,3,I-35E CD,52.1005524621542
2020-03-14,4,I-35E CD,53.6196344388388
2020-03-14,5,I-35E CD,55.5514007942683
2020-03-14,6,I-35E CD,55.2394451704966
2020-03-14,7,I-35E CD,58.4592030360531
2020-03-14,8,I-35E CD,58.2688726543475
2020-03-14,9,I-35E CD,59.3034498749886
2020-03-14,10,I-35E CD,59.7285226433846
2020-03-14,11,I-35E CD,60.905585353806
2020-03-14,12,I-35E CD,60.3348968806986
2020-03-14,13,I-35E CD,60.9698571621527
2020-03-14,14,I-35E CD,61.1200541295364
2020-03-14,15,I-35E CD,61.4416662310349
2020-03-14,16,I-35E CD,60.9597188698988
2020-03-14,17,I-35E CD,61.7568630205849
2020-03-14,18,I-35E CD,60.9602317467821
2020-03-14,19,I-35E CD,60.2316799518657
2020-03-14,20,I-35E CD,57.2876985171709
2020-03-14,21,I-35E CD,59.3218814249401
2020-03-14,22,I-35E CD,60.3223101406213
2020-03-14,23,I-35E CD,59.4235129949416
2020-03-15,1,I-35E CD,58.2514029984558
2020-03-15,2,I-35E CD,58.0492161326744
2020-03-15,3,I-35E CD,57.8733549030579
2020-03-15,4,I-35E CD,51.9528453527481
2020-03-15,5,I-35E CD,55.54834945083
2020-03-15,6,I-35E CD,56.1905633294773
2020-03-15,7,I-35E CD,61.5403451295623
2020-03-15,8,I-35E CD,59.6809089138061
2020-03-15,9,I-35E CD,60.9097659230263
2020-03-15,10,I-35E CD,61.6768293461612
2020-03-15,11,I-35E CD,61.5119499219347
2020-03-15,12,I-35E CD,62.1363880220181
2020-03-15,13,I-35E CD,61.4680520364579
2020-03-15,14,I-35E CD,61.1281011442695
2020-03-15,15,I-35E CD,61.6765133493995
2020-03-15,16,I-35E CD,61.3677973613391
2020-03-15,17,I-35E CD,60.995598944581
2020-03-15,18,I-35E CD,61.856650893134
2020-03-15,19,I-35E CD,60.3063852558671
2020-03-15,20,I-35E CD,59.3052034034946
2020-03-15,21,I-35E CD,59.2686841999177
2020-03-15,22,I-35E CD,59.2882744726842
2020-03-15,23,I-35E CD,57.4810734032796
2020-03-16,1,I-35E CD,53.3673429229225
2020-03-16,2,I-35E CD,47.8130224184491
2020-03-16,3,I-35E CD,51.1146683570178
2020-03-16,4,I-35E CD,59.3681966321716
2020-03-16,5,I-35E CD,57.0949909666089
2020-03-16,6,I-35E CD,56.1176518629569
2020-03-16,7,I-35E CD,56.5958082287845
2020-03-16,8,I-35E CD,53.9811260716826
2020-03-16,9,I-35E CD,51.9679712364301
2020-03-16,10,I-35E CD,50.4294372305045
2020-03-16,11,I-35E CD,48.8851991192457
2020-03-16,12,I-35E CD,49.8910498970872
2020-03-16,13,I-35E CD,54.101608013416
2020-03-16,14,I-35E CD,55.9647231326548
2020-03-16,15,I-35E CD,56.3963173377424
2020-03-16,16,I-35E CD,58.096121061917
2020-03-16,17,I-35E CD,59.8278508244144
2020-03-16,18,I-35E CD,57.7933790928372
2020-03-16,19,I-35E CD,58.5105246307862
2020-03-16,20,I-35E CD,58.1929115408091
2020-03-16,21,I-35E CD,55.9915840674674
2020-03-16,22,I-35E CD,57.5469720697628
2020-03-16,23,I-35E CD,57.8824003628256
2020-03-17,1,I-35E CD,47.2531847133758
2020-03-17,2,I-35E CD,50.7170867213802
2020-03-17,3,I-35E CD,54.1398561603794
2020-03-17,4,I-35E CD,53.7568668874181
2020-03-17,5,I-35E CD,57.3995975777096
2020-03-17,6,I-35E CD,56.5439146062126
2020-03-17,7,I-35E CD,55.723344364236
2020-03-17,8,I-35E CD,50.8592538668849
2020-03-17,9,I-35E CD,50.108900125863
2020-03-17,10,I-35E CD,51.1686807670276
2020-03-17,11,I-35E CD,52.9134065216255
2020-03-17,12,I-35E CD,52.9549241151914
2020-03-17,13,I-35E CD,54.6518252191072
2020-03-17,14,I-35E CD,57.203997927342
2020-03-17,15,I-35E CD,57.9817753912632
2020-03-17,16,I-35E CD,59.6225833843772
2020-03-17,17,I-35E CD,59.1574346795399
2020-03-17,18,I-35E CD,59.7668878172785
2020-03-17,19,I-35E CD,58.9629435358062
2020-03-17,20,I-35E CD,58.0145117603697
2020-03-17,21,I-35E CD,57.1574844423705
2020-03-17,22,I-35E CD,56.7384402342548
2020-03-17,23,I-35E CD,59.6834270471434
2020-03-18,1,I-35E CD,51.2150597590245
2020-03-18,2,I-35E CD,46.5620501007774
2020-03-18,3,I-35E CD,55.3243716415706
2020-03-18,4,I-35E CD,56.7808297624187
2020-03-18,5,I-35E CD,56.9259004738985
2020-03-18,6,I-35E CD,56.2727047379713
2020-03-18,7,I-35E CD,56.8497715692036
2020-03-18,8,I-35E CD,54.7462786182869
2020-03-18,9,I-35E CD,51.3373177258895
2020-03-18,10,I-35E CD,49.3234495471024
2020-03-18,11,I-35E CD,51.7872488804936
2020-03-18,12,I-35E CD,52.8072882887241
2020-03-18,13,I-35E CD,54.4122333136205
2020-03-18,14,I-35E CD,55.8170354733379
2020-03-18,15,I-35E CD,58.6759954609708
2020-03-18,16,I-35E CD,59.186803719421
2020-03-18,17,I-35E CD,60.9790175720858
2020-03-18,18,I-35E CD,59.9010059800901
2020-03-18,19,I-35E CD,59.0904273347596
2020-03-18,20,I-35E CD,58.2017486159304
2020-03-18,21,I-35E CD,57.4458913947434
2020-03-18,22,I-35E CD,57.6839904121751
2020-03-18,23,I-35E CD,57.6937476959941
2020-03-19,1,I-35E CD,52.8704117718792
2020-03-19,2,I-35E CD,47.5769137105285
2020-03-19,3,I-35E CD,49.7732342166591
2020-03-19,4,I-35E CD,55.82222886376
2020-03-19,5,I-35E CD,56.1032235890732
2020-03-19,6,I-35E CD,55.7660318204926
2020-03-19,7,I-35E CD,54.5618581015214
2020-03-19,8,I-35E CD,49.5145627984625
2020-03-19,9,I-35E CD,49.7566202340506
2020-03-19,10,I-35E CD,48.5874720133907
2020-03-19,11,I-35E CD,48.7718140937454
2020-03-19,12,I-35E CD,50.3576153064327
2020-03-19,13,I-35E CD,52.3999016124791
2020-03-19,14,I-35E CD,54.3698488187069
2020-03-19,15,I-35E CD,54.8059761195967
2020-03-19,16,I-35E CD,55.2245701025401
2020-03-19,17,I-35E CD,58.1235424791926
2020-03-19,18,I-35E CD,57.437975121834
2020-03-19,19,I-35E CD,55.5652558642975
2020-03-19,20,I-35E CD,55.2331719602416
2020-03-19,21,I-35E CD,54.5288758567761
2020-03-19,22,I-35E CD,55.5203602145008
2020-03-19,23,I-35E CD,53.8112378921298
2020-03-20,1,I-35E CD,46.7525671481353
2020-03-20,2,I-35E CD,44.221236711994
2020-03-20,3,I-35E CD,52.0300096932226
2020-03-20,4,I-35E CD,55.8921919263045
2020-03-20,5,I-35E CD,55.5350994969565
2020-03-20,6,I-35E CD,56.3979254848753
2020-03-20,7,I-35E CD,55.0738050353336
2020-03-20,8,I-35E CD,53.0622303090466
2020-03-20,9,I-35E CD,49.7777328686694
2020-03-20,10,I-35E CD,48.7647432274053
2020-03-20,11,I-35E CD,52.1696249187641
2020-03-20,12,I-35E CD,54.1187355306007
2020-03-20,13,I-35E CD,54.6122651370447
2020-03-20,14,I-35E CD,55.2254167971914
2020-03-20,15,I-35E CD,56.8722028393175
2020-03-20,16,I-35E CD,58.6743350860419
2020-03-20,17,I-35E CD,60.5162623639474
2020-03-20,18,I-35E CD,60.7656016255234
2020-03-20,19,I-35E CD,60.3898171670179
2020-03-20,20,I-35E CD,57.4861435836565
2020-03-20,21,I-35E CD,57.4594432870883
2020-03-20,22,I-35E CD,57.9291852191798
2020-03-20,23,I-35E CD,58.725844288876
2020-03-21,1,I-35E CD,52.6548846601438
2020-03-21,2,I-35E CD,55.2529925762796
